NRC;Periodo;Asignatura;Momento;Salon;Tipo;Id_Docente;Responsable;Sede_Docente;Ubicaci¢n;Tipo_Curso;Plantilla;Total_Alistamiento;Total_Ejecucion;Total_Curso;Valoracion;Email_Enviado
35-3966;202435;C¢digo êtica de la Ifac;1;SALA A;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3967;202435;Legislaci¢n Comercial;2;VIRTU;2;866970;COPD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3969;202435;Pr†ctica Profesional III Infor;3;B3-307;1;696376;COPD;IBA;IBA;PD;CRIBA;50;30;80;Desempe§o Bueno;SI
35-3973;202435;Procesos Administrativos;2;VIRTU;2;477338;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3973;202435;Tributaria II;2;B2-303;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3976;202435;Responsabilidad Control Social;2;B3-307;1;676384;COPD;LERIDA;NORTE;PD;;0;0;0;No evaluada;-
35-3977;202435;Pr†ctica Profesional III Infor;3;B3-302;1;696376;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-3978;202435;Electiva Cp;2;B3-305;1;676384;COPD;LERIDA;NORTE;PD;;0;0;0;No evaluada;-
35-3979;202435;Tributaria II;1;B3-302;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3980;202435;Opci¢n de Grado;3;VIRTU;2;407307;-;No Encontrada;-;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3985;202435;Opci¢n de Grado;3;VIRTU;2;407307;-;No Encontrada;-;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3986;202435;Procedimiento Tributario;2;B3-307;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3988;202435;Revisor°a Fiscal;1;B3-307;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-3990;202435;Opci¢n de Grado;3;VIRTU;2;407307;-;No Encontrada;-;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3993;202435;Procedimiento Tributario;1;B3-303;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3992;202435;Formulaci¢n y Evaluaci¢n de Pr;2;B3-302;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3993;202435;Revisor°a Fiscal;2;B3-303;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3994;202435;Electiva Cpc;1;B3-303;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3995;202435;Opci¢n de Grado;3;VIRTU;2;407307;-;No Encontrada;-;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3997;202435;Formulaci¢n y Evaluaci¢n de Pr;2;B3-307;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2000;202435;Procedimiento Tributario;2;B3-302;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2003;202435;Microeconom°a;1;B3-303;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2002;202435;Formulaci¢n y Evaluaci¢n de Pr;2;B3-307;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2004;202435;Contabilidad Financiera III;3;B2-302;1;764492;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2006;202435;Electiva Cpc;1;B3-303;1;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2008;202435;Procedimiento Tributario;2;B2-305;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2030;202435;Formulaci¢n y Evaluaci¢n de Pr;1;SALA A;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2033;202435;Revisor°a Fiscal;1;B3-307;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-2034;202435;Electiva Cpc;2;B3-302;1;607744;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2028;202435;Contabilidad Financiera IV;3;SALA B;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-2029;202435;Estad°stica Inferencia;1;B2-303;1;93383376;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2030;202435;Sistema de Informaci¢n Gerenci;1;VIRTU;2;986093;ISUM;LERIDA;NORTE;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-2033;202435;Fundamentos de Derecho;1;VIRTU;2;866970;COPD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-2032;202435;Fundamentos de Econom°a;2;33;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2034;202435;Macroeconom°a;2;B3-305;1;33228452;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2035;202435;Investigaci¢n Formativa;1;B3-307;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2036;202435;Contabilidad Financiera IV;3;SALA B;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-2037;202435;Estad°stica Inferencia;2;B3-304;1;93383376;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2039;202435;Macroeconom°a;2;B3-303;1;33228452;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2043;202435;Contabilidad Financiera IV;3;SALA A;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-2042;202435;Estad°stica Inferencia;1;B3-303;1;988422;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2045;202435;Macroeconom°a;2;B3-303;1;33228452;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2046;202435;Investigaci¢n Formativa;1;B3-303;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2048;202435;Contabilidad Financiera V;1;B3-306;1;652206;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2050;202435;An†lisis Financiero;2;B2-305;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2054;202435;Fundamentos de Mercado;1;VIRTU;2;764950;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-2055;202435;Electiva Cpc;2;SALA B;1;872553;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2056;202435;Contabilidad Financiera V;2;B3-302;1;872552;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2058;202435;Contabilidad Financiera II;3;9;1;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2059;202435;Matem†tica Financiera;1;33;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2060;202435;Contabilidad Financiera III;3;7;1;652206;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2062;202435;Legislaci¢n Comercial;1;VIRTU;2;866970;COPD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-2063;202435;An†lisis Financiero;1;B3-302;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2064;202435;Fundamentos de Mercado;2;VIRTU;2;764950;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-2065;202435;Electiva Cpc;1;SALA A;1;872553;COPD;LERIDA;NORTE;PD;CRIBA;39,23076923;40;79,23076923;Desempe§o Aceptable;SI
35-2066;202435;Microeconom°a;1;35;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2067;202435;Procesos Administrativos;2;VIRTU;2;477338;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-2068;202435;Contabilidad Financiera IV;3;32;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-2073;202435;Macroeconom°a;1;37;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2072;202435;Investigaci¢n Formativa;2;3;1;676384;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2073;202435;Contabilidad Financiera V;1;32;1;593480;COPD;PUERTO BOYACA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2074;202435;An†lisis Financiero;2;3;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2076;202435;Fundamentos de Mercado;2;VIRTU;2;479533;AEMD;LA DORADA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-2077;202435;Electiva Cpc;1;34;1;676384;COPD;LERIDA;NORTE;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-2078;202435;Contabilidad Gubernamental;1;B3-305;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2079;202435;Administraci¢n Financiera;2;33;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2080;202435;Pr†ctica Profesional I Fundame;3;33;1;764484;COPD;LERIDA;NORTE;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-2083;202435;Auditor°a y Aseguramiento I;2;2;1;652206;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2082;202435;Costos I;1;4;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-2083;202435;Presupuestos;1;35;1;938384;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2084;202435;C¢digo êtica de la Ifac;1;30;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2085;202435;Responsabilidad Control Social;2;35;1;593480;COPD;PUERTO BOYACA;NORTE;PD;;0;0;0;No evaluada;-
35-2086;202435;Pr†ctica Profesional III Infor;3;2;1;593480;COPD;PUERTO BOYACA;NORTE;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-2087;202435;Electiva Cp;2;SALA 2;1;593480;COPD;PUERTO BOYACA;NORTE;PD;;0;0;0;No evaluada;-
35-2093;202435;Tributaria II;1;3;1;593480;COPD;PUERTO BOYACA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2094;202435;Procedimiento Tributario;2;32;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2096;202435;Formulaci¢n y Evaluaci¢n de Pr;1;33;1;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2097;202435;Revisor°a Fiscal;1;3;1;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2302;202435;Electiva Cpc;2;33;1;764484;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2304;202435;Finanzas P£blicas;1;33;1;652206;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2305;202435;Tributaria I;1;8;1;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2306;202435;Pr†ctica Profesional II Trabaj;3;34;1;676384;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2307;202435;Electiva Cpc;2;30;1;652206;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2309;202435;Costos II;2;30;1;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2330;202435;Auditor°a y Aseguramiento II;2;5;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2439;202435;An†lisis Financiero;1;B3-306;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2422;202435;Fundamentos de Mercado;2;VIRTU;2;764950;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-2433;202435;Contabilidad Financiera V;1;B3-304;1;872552;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2435;202435;An†lisis Financiero;1;B3-304;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;48,9;98,9;Desempe§o Excelente;-
35-2442;202435;Electiva Cpc;2;B3-303;1;872553;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2443;202435;Contabilidad Gubernamental;2;B3-303;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2452;202435;Pr†ctica Profesional I Fundame;3;B2-303;1;685287;COPD;IBA;IBA;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;-
35-2456;202435;Auditor°a y Aseguramiento I;1;B2-303;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2458;202435;Costos I;2;B3-306;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2459;202435;Contabilidad Gubernamental;1;B3-305;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2463;202435;Administraci¢n Financiera;2;B2-305;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2470;202435;Pr†ctica Profesional I Fundame;3;SALA C;1;872552;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-2475;202435;Auditor°a y Aseguramiento I;1;B3-302;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2478;202435;Costos I;1;B3-303;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2483;202435;Contabilidad Gubernamental;1;34;1;593480;COPD;PUERTO BOYACA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2483;202435;Administraci¢n Financiera;2;SALA B;1;532764;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2486;202435;Pr†ctica Profesional I Fundame;3;B3-307;1;872553;COPD;LERIDA;NORTE;PD;VACIO;0;0;0;No evaluada;SI
35-253;202435;Introd a la Segur y Salud Trab;2;B2-305;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2533;202435;Com Escrita y Proce Lect I;3;B2-304;1;838355;CSOD;IBA;IBA;PD;INNOVAME;35;40;75;Desempe§o Aceptable;SI
35-2533;202435;Fundamentos Epistem de la Comu;2;203;1;803692;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2535;202435;Apreciaci¢n Art°stica;2;303;1;845393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2539;202435;Teor°as de la Comunicaci¢n I;2;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2542;202435;Gram†tica;1;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2552;202435;Introducc a la Invest en Comun;2;202;1;845393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2555;202435;Fotograf°a;1;SALA B;1;838355;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-2556;202435;Instituciones Pol°ticas;1;303;1;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2558;202435;Teor°as de la Comunicaci¢n  II;2;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2559;202435;LingÅ°stica  del  Texto;1;204;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2560;202435;Producci¢n Textual;2;203;1;764485;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2563;202435;Producci¢n Sonora;3;SALA A;1;932047;TRAU;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-2574;202435;Teor°a de la Comunicaci¢n  III;2;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2576;202435;Historia Pol°tica y Econ¢ S XX;1;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2577;202435;Literatura;1;203;1;764485;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-258;202435;Com Escrita y Proce Lect I;3;B2-304;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2590;202435;Dise§o y Diagramaci¢n;3;SALA B;1;932047;TRAU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-2596;202435;Comunicaci¢n EstratÇgica;1;303;1;803692;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2607;202435;Auditor°a y Aseguramiento I;2;B2-305;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2608;202435;Costos I;1;B3-306;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2633;202435;Finanzas P£blicas;2;B3-302;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2634;202435;Tributaria I;1;B3-304;1;950229;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2627;202435;Pr†ctica Profesional II Trabaj;3;B3-303;1;607744;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-2628;202435;Electiva Cpc;2;B3-303;1;93362733;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2772;202435;Costos II;1;B3-306;1;950229;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-292;202435;Fundamentos de Matem†ticas;1;B2-305;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;37,05;87,05;Desempe§o Bueno;-
35-2959;202435;Problemas Contempor†neos;2;202;1;838355;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2960;202435;Cr°tica y Argumentaci¢n;1;303;1;335769;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2963;202435;Producci¢n Audiovisual;3;SALA A;1;802606;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2962;202435;Legislac de Medios de Comunica;1;203;1;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2963;202435;Comunicac Cuidadan y Convivenc;1;204;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2964;202435;GÇneros Period°sticos;2;203;1;802606;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2966;202435;Producci¢n Transmedia;3;SALA A;1;936393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2967;202435;Psicolog°a de la Comunicaci¢n;1;202;1;802606;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2969;202435;Periodismo de Investigaci¢n;2;203;1;838355;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2970;202435;MÇtodos I;1;202;1;845393;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-2973;202435;Producci¢n Web;3;SALA A;1;936393;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-2985;202435;Comunicaci¢n y Acci¢n Colectiv;2;204;1;936393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2987;202435;Laboratorio de Medios;1;SALA A;1;845393;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-2988;202435;MÇtodos II;1;303;1;93383376;COPD;IBA;IBA;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-2992;202435;Electiva Cpc;1;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2993;202435;Dise§o y Formulaci¢n de Proyec;1;203;1;803692;CSOD;IBA;IBA;PD;CRIBA;46,92307692;40;86,92307692;Desempe§o Bueno;SI
35-2997;202435;Tributaria I;2;B3-302;1;950229;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-2998;202435;Pr†ctica Profesional II Trabaj;3;B3-305;1;607744;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-2999;202435;Electiva Cpc;2;B3-307;1;950229;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3000;202435;Auditor°a y Aseguramiento II;1;B3-305;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3002;202435;Tributaria I;1;B3-303;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3004;202435;Pr†ctica Profesional II Trabaj;3;B3-302;1;607744;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-303;202435;Legisl en Segur y Salud Trabaj;1;B2-303;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-3033;202435;Opci¢n de Grado;3;VIRTU;2;335769;CSOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3034;202435;Auditor°a y Aseguramiento II;2;B3-307;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-302;202435;Legisl en Segur y Salud Trabaj;1;B2-303;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-303;202435;Legisl en Segur y Salud Trabaj;1;B2-303;1;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-305;202435;Factores de Riesgos;2;B2-303;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-306;202435;Factores de Riesgos;2;LAB;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-308;202435;Factores de Riesgos;2;B2-302;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3080;202435;Introducci¢n a la Educac Infan;1;303;1;404250;LEID;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-3083;202435;Proyecto de Vida;2;303;1;539534;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3082;202435;Com Escrita y Proce Lect I;3;203;1;845393;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-3085;202435;Introducci¢n a la Educac Infan;2;303;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3087;202435;Com Escrita y Proce Lect I;3;202;1;535293;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-3088;202435;Fundamentos de Did†ctica Gener;1;203;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3089;202435;Seminario de Infancias;1;303;1;539534;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-309;202435;Anatom°a y Fisiolog°a;2;B2-303;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3090;202435;Psicolog°a del Desarrollo Inte;2;303;1;267203;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3093;202435;Familia Escuela y Sociedad;2;203;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3092;202435;Pr†ctica de Observaci¢n I;3;303;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3093;202435;Psicolog°a del Desarrollo Inte;1;203;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3094;202435;Familia Escuela y Sociedad;1;303;1;779067;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3095;202435;Fundamentos de Did†ctica Gener;2;203;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3096;202435;Seminario de Infancias;2;203;1;539534;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3097;202435;Pr†ctica de Observaci¢n I;3;203;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3098;202435;Cognici¢n y Teor°as del Desarr;1;204;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3099;202435;Modelos Pedag¢gicos;1;SALA B;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-330;202435;Anatom°a y Fisiolog°a;2;LAB;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3300;202435;Did†ctica del Arte Sens y Crea;2;303;1;404250;LEID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3303;202435;Investigaci¢n Educativa;2;204;1;539534;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3302;202435;Construcci¢n y Evaluac de Proy;2;204;1;402379;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3303;202435;Pr†ctica de Observaci¢n II;3;303;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3304;202435;Did†ctica del Arte Sens y Crea;1;SALA B;1;404250;LEID;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-3305;202435;Cognici¢n y Teor°as del Desarr;1;303;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3306;202435;Construcci¢n y Evaluac de Proy;1;302;1;402379;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-3307;202435;Investigaci¢n Educativa;2;303;1;402379;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-332;202435;Anatom°a y Fisiolog°a;2;B2-304;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-333;202435;Costos;2;B2-303;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
